ENSEMBL_GENE_ID	Name	Species
ENSMUSG00000026360	regulator of G-protein signaling 2(Rgs2)	Mus musculus
ENSMUSG00000038530	regulator of G-protein signaling 4(Rgs4)	Mus musculus
ENSMUSG00000020652	centromere protein O(Cenpo)	Mus musculus
ENSMUSG00000026678	regulator of G-protein signaling 5(Rgs5)	Mus musculus
ENSMUSG00000034163	zinc finger, C3H1-type containing(Zfc3h1)	Mus musculus
ENSMUSG00000020132	RAB21, member RAS oncogene family(Rab21)	Mus musculus
ENSMUSG00000020599	regulator of G-protein signaling 9(Rgs9)	Mus musculus
ENSMUSG00000028945	Ras homolog enriched in brain(Rheb)	Mus musculus
ENSMUSG00000004393	DEAD box helicase 56(Ddx56)	Mus musculus
ENSMUSG00000064181	RAB3A interacting protein(Rab3ip)	Mus musculus
ENSMUSG00000052253	zinc finger protein 622(Zfp622)	Mus musculus
ENSMUSG00000057455	Ras-like without CAAX 2(Rit2)	Mus musculus
ENSMUSG00000001056	NHP2 ribonucleoprotein(Nhp2)	Mus musculus
ENSMUSG00000024325	ring finger protein 1(Ring1)	Mus musculus
ENSMUSG00000024096	ralA binding protein 1(Ralbp1)	Mus musculus
ENSMUSG00000021408	receptor (TNFRSF)-interacting serine-threonine kinase 1(Ripk1)	Mus musculus
ENSMUSG00000004561	methyltransferase like 17(Mettl17)	Mus musculus
ENSMUSG00000031948	lysyl-tRNA synthetase(Kars)	Mus musculus
ENSMUSG00000028057	Ras-like without CAAX 1(Rit1)	Mus musculus
ENSMUSG00000036880	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)(Acaa2)	Mus musculus
ENSMUSG00000039194	retinaldehyde binding protein 1(Rlbp1)	Mus musculus
ENSMUSG00000022217	ER membrane protein complex subunit 9(Emc9)	Mus musculus
ENSMUSG00000026469	xenotropic and polytropic retrovirus receptor 1(Xpr1)	Mus musculus
ENSMUSG00000030421	URI1, prefoldin-like chaperone(Uri1)	Mus musculus
ENSMUSG00000004937	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha(Sgta)	Mus musculus
ENSMUSG00000021725	poly (ADP-ribose) polymerase family, member 8(Parp8)	Mus musculus
ENSMUSG00000024370	CDC23 cell division cycle 23(Cdc23)	Mus musculus
ENSMUSG00000044763	tRNA methyltransferase 10C, mitochondrial RNase P subunit(Trmt10c)	Mus musculus
ENSMUSG00000002332	dehydrogenase/reductase (SDR family) member 1(Dhrs1)	Mus musculus
ENSMUSG00000020630	ribonuclease H1(Rnaseh1)	Mus musculus
ENSMUSG00000056537	ring finger protein, LIM domain interacting(Rlim)	Mus musculus
ENSMUSG00000037824	tetraspanin 14(Tspan14)	Mus musculus
ENSMUSG00000026484	ring finger protein 2(Rnf2)	Mus musculus
ENSMUSG00000051359	neurocalcin delta(Ncald)	Mus musculus
ENSMUSG00000029110	ring finger protein 4(Rnf4)	Mus musculus
ENSMUSG00000051234	ring finger protein 7(Rnf7)	Mus musculus
ENSMUSG00000012076	breast cancer metastasis-suppressor 1-like(Brms1l)	Mus musculus
ENSMUSG00000034681	RNA binding protein with serine rich domain 1(Rnps1)	Mus musculus
ENSMUSG00000025422	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2(Agap2)	Mus musculus
ENSMUSG00000040441	solute carrier family 26, member 10(Slc26a10)	Mus musculus
ENSMUSG00000040462	amplified in osteosarcoma(Os9)	Mus musculus
ENSMUSG00000040345	Rho GTPase activating protein 9(Arhgap9)	Mus musculus
ENSMUSG00000053411	chromobox 7(Cbx7)	Mus musculus
ENSMUSG00000017548	SUZ12 polycomb repressive complex 2 subunit(Suz12)	Mus musculus
ENSMUSG00000039824	myosin, light polypeptide 6B(Myl6b)	Mus musculus
ENSMUSG00000044005	glutaminase 2 (liver, mitochondrial)(Gls2)	Mus musculus
ENSMUSG00000020392	CDKN2A interacting protein N-terminal like(Cdkn2aipnl)	Mus musculus
ENSMUSG00000022751	nitrilase family, member 2(Nit2)	Mus musculus
ENSMUSG00000021171	extended synaptotagmin-like protein 2(Esyt2)	Mus musculus
ENSMUSG00000037710	CDGSH iron sulfur domain 1(Cisd1)	Mus musculus
ENSMUSG00000041895	WD repeat domain, phosphoinositide interacting 1(Wipi1)	Mus musculus
ENSMUSG00000022883	roundabout guidance receptor 1(Robo1)	Mus musculus
ENSMUSG00000024290	Rho-associated coiled-coil containing protein kinase 1(Rock1)	Mus musculus
ENSMUSG00000020580	Rho-associated coiled-coil containing protein kinase 2(Rock2)	Mus musculus
ENSMUSG00000063796	solute carrier family 22 (organic anion transporter), member 8(Slc22a8)	Mus musculus
ENSMUSG00000071648	rod outer segment membrane protein 1(Rom1)	Mus musculus
ENSMUSG00000032584	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)(Mst1r)	Mus musculus
ENSMUSG00000032238	RAR-related orphan receptor alpha(Rora)	Mus musculus
ENSMUSG00000028150	RAR-related orphan receptor gamma(Rorc)	Mus musculus
ENSMUSG00000020328	NudC domain containing 2(Nudcd2)	Mus musculus
ENSMUSG00000060090	retinitis pigmentosa 2 homolog(Rp2)	Mus musculus
ENSMUSG00000028884	replication protein A2(Rpa2)	Mus musculus
ENSMUSG00000028174	retinal pigment epithelium 65(Rpe65)	Mus musculus
ENSMUSG00000031174	retinitis pigmentosa GTPase regulator(Rpgr)	Mus musculus
ENSMUSG00000029608	rabphilin 3A(Rph3a)	Mus musculus
ENSMUSG00000024544	low density lipoprotein receptor class A domain containing 4(Ldlrad4)	Mus musculus
ENSMUSG00000053604	ribose 5-phosphate isomerase A(Rpia)	Mus musculus
ENSMUSG00000037805	ribosomal protein L10A(Rpl10a)	Mus musculus
ENSMUSG00000019883	enoyl Coenzyme A hydratase domain containing 1(Echdc1)	Mus musculus
ENSMUSG00000034614	phosphoinositide-3-kinase interacting protein 1(Pik3ip1)	Mus musculus
ENSMUSG00000019467	Rho guanine nucleotide exchange factor (GEF) 25(Arhgef25)	Mus musculus
ENSMUSG00000059070	ribosomal protein L18(Rpl18)	Mus musculus
ENSMUSG00000064215	interferon, alpha-inducible protein 27(Ifi27)	Mus musculus
ENSMUSG00000051427	coiled-coil domain containing 157(Ccdc157)	Mus musculus
ENSMUSG00000008690	non-SMC condensin II complex, subunit H2(Ncaph2)	Mus musculus
ENSMUSG00000000378	cerebral cavernous malformation 2(Ccm2)	Mus musculus
ENSMUSG00000020691	methyltransferase like 2(Mettl2)	Mus musculus
ENSMUSG00000017404	ribosomal protein L19(Rpl19)	Mus musculus
ENSMUSG00000056770	SET domain containing 3(Setd3)	Mus musculus
ENSMUSG00000019923	ZW10 interactor(Zwint)	Mus musculus
ENSMUSG00000044066	centrosomal protein 68(Cep68)	Mus musculus
ENSMUSG00000020803	thioredoxin domain containing 17(Txndc17)	Mus musculus
ENSMUSG00000041453	ribosomal protein L21(Rpl21)	Mus musculus
ENSMUSG00000028936	ribosomal protein L22(Rpl22)	Mus musculus
ENSMUSG00000037772	mitochondrial ribosomal protein L23(Mrpl23)	Mus musculus
ENSMUSG00000063334	KRR1, small subunit (SSU) processome component, homolog (yeast)(Krr1)	Mus musculus
ENSMUSG00000042363	lectin, galactoside binding-like(Lgalsl)	Mus musculus
ENSMUSG00000042472	zinc finger protein 410(Zfp410)	Mus musculus
ENSMUSG00000060938	ribosomal protein L26(Rpl26)	Mus musculus
ENSMUSG00000049659	aftiphilin(Aftph)	Mus musculus
ENSMUSG00000063316	ribosomal protein L27(Rpl27)	Mus musculus
ENSMUSG00000022560	solute carrier protein 52, member 2(Slc52a2)	Mus musculus
ENSMUSG00000030432	ribosomal protein L28(Rpl28)	Mus musculus
ENSMUSG00000048758	ribosomal protein L29(Rpl29)	Mus musculus
ENSMUSG00000018347	zinc finger with KRAB and SCAN domains 6(Zkscan6)	Mus musculus
ENSMUSG00000019897	coiled-coil domain containing 59(Ccdc59)	Mus musculus
ENSMUSG00000058600	ribosomal protein L30(Rpl30)	Mus musculus
ENSMUSG00000020925	coiled-coil domain containing 43(Ccdc43)	Mus musculus
ENSMUSG00000001891	UDP-glucose pyrophosphorylase 2(Ugp2)	Mus musculus
ENSMUSG00000020107	anaphase promoting complex subunit 16(Anapc16)	Mus musculus
ENSMUSG00000057841	ribosomal protein L32(Rpl32)	Mus musculus
ENSMUSG00000020319	WD repeat containing planar cell polarity effector(Wdpcp)	Mus musculus
ENSMUSG00000042302	EH domain binding protein 1(Ehbp1)	Mus musculus
ENSMUSG00000020273	poly(A) polymerase gamma(Papolg)	Mus musculus
ENSMUSG00000046330	ribosomal protein L37a(Rpl37a)	Mus musculus
ENSMUSG00000079435	ribosomal protein L36A(Rpl36a)	Mus musculus
ENSMUSG00000029614	ribosomal protein L6(Rpl6)	Mus musculus
ENSMUSG00000043716	ribosomal protein L7(Rpl7)	Mus musculus
ENSMUSG00000047215	ribosomal protein L9(Rpl9)	Mus musculus
ENSMUSG00000032878	coiled-coil domain containing 85A(Ccdc85a)	Mus musculus
ENSMUSG00000020462	cilia and flagella associated protein 36(Cfap36)	Mus musculus
ENSMUSG00000020467	epidermal growth factor-containing fibulin-like extracellular matrix protein 1(Efemp1)	Mus musculus
ENSMUSG00000027642	ribophorin II(Rpn2)	Mus musculus
ENSMUSG00000067148	polymerase (RNA) I polypeptide C(Polr1c)	Mus musculus
ENSMUSG00000027395	polymerase (RNA) I polypeptide B(Polr1b)	Mus musculus
ENSMUSG00000029642	polymerase (RNA) I polypeptide D(Polr1d)	Mus musculus
ENSMUSG00000049553	polymerase (RNA) I polypeptide A(Polr1a)	Mus musculus
ENSMUSG00000005198	polymerase (RNA) II (DNA directed) polypeptide A(Polr2a)	Mus musculus
ENSMUSG00000031783	polymerase (RNA) II (DNA directed) polypeptide C(Polr2c)	Mus musculus
ENSMUSG00000039771	polymerase (RNA) II (DNA directed) polypeptide J(Polr2j)	Mus musculus
ENSMUSG00000022205	SUB1 homolog, transcriptional regulator(Sub1)	Mus musculus
ENSMUSG00000041096	TSPY-like 2(Tspyl2)	Mus musculus
ENSMUSG00000061983	ribosomal protein S12(Rps12)	Mus musculus
ENSMUSG00000024608	ribosomal protein S14(Rps14)	Mus musculus
ENSMUSG00000055013	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1(Agap1)	Mus musculus
ENSMUSG00000031958	lactate dehydrogenase D(Ldhd)	Mus musculus
ENSMUSG00000063457	ribosomal protein S15(Rps15)	Mus musculus
ENSMUSG00000029291	RUN and FYVE domain containing 3(Rufy3)	Mus musculus
ENSMUSG00000037563	ribosomal protein S16(Rps16)	Mus musculus
ENSMUSG00000048706	leucine rich adaptor protein 1-like(Lurap1l)	Mus musculus
ENSMUSG00000028675	proline-rich nuclear receptor coactivator 2(Pnrc2)	Mus musculus
ENSMUSG00000061787	ribosomal protein S17(Rps17)	Mus musculus
ENSMUSG00000034723	thioredoxin-related transmembrane protein 4(Tmx4)	Mus musculus
ENSMUSG00000075467	DNL-type zinc finger(Dnlz)	Mus musculus
ENSMUSG00000017734	dysbindin (dystrobrevin binding protein 1) domain containing 2(Dbndd2)	Mus musculus
ENSMUSG00000003135	CCR4-NOT transcription complex, subunit 11(Cnot11)	Mus musculus
ENSMUSG00000042216	small G protein signaling modulator 1(Sgsm1)	Mus musculus
ENSMUSG00000008668	ribosomal protein S18(Rps18)	Mus musculus
ENSMUSG00000040952	ribosomal protein S19(Rps19)	Mus musculus
ENSMUSG00000055541	leukocyte-associated Ig-like receptor 1(Lair1)	Mus musculus
ENSMUSG00000025290	ribosomal protein S24(Rps24)	Mus musculus
ENSMUSG00000039069	mitochondrial ribosome associated GTPase 2(Mtg2)	Mus musculus
ENSMUSG00000001248	GRAM domain containing 1A(Gramd1a)	Mus musculus
ENSMUSG00000034892	ribosomal protein S29(Rps29)	Mus musculus
ENSMUSG00000030682	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)(Cdipt)	Mus musculus
ENSMUSG00000028081	ribosomal protein S3A1(Rps3a1)	Mus musculus
ENSMUSG00000039738	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)(Slx4)	Mus musculus
ENSMUSG00000006169	clathrin interactor 1(Clint1)	Mus musculus
ENSMUSG00000031320	ribosomal protein S4, X-linked(Rps4x)	Mus musculus
ENSMUSG00000012848	ribosomal protein S5(Rps5)	Mus musculus
ENSMUSG00000028495	ribosomal protein S6(Rps6)	Mus musculus
ENSMUSG00000041360	pumilio RNA-binding family member 3(Pum3)	Mus musculus
ENSMUSG00000003644	ribosomal protein S6 kinase polypeptide 1(Rps6ka1)	Mus musculus
ENSMUSG00000023809	ribosomal protein S6 kinase, polypeptide 2(Rps6ka2)	Mus musculus
ENSMUSG00000021719	regulator of G-protein signalling 7 binding protein(Rgs7bp)	Mus musculus
ENSMUSG00000061477	ribosomal protein S7(Rps7)	Mus musculus
ENSMUSG00000035211	X-ray radiation resistance associated 1(Xrra1)	Mus musculus
ENSMUSG00000047675	ribosomal protein S8(Rps8)	Mus musculus
ENSMUSG00000036545	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2(Adamts2)	Mus musculus
ENSMUSG00000020375	RUN and FYVE domain containing 1(Rufy1)	Mus musculus
ENSMUSG00000069844	SCO1 cytochrome c oxidase assembly protein(Sco1)	Mus musculus
ENSMUSG00000020333	acyl-CoA synthetase long-chain family member 6(Acsl6)	Mus musculus
ENSMUSG00000025576	RNA binding protein, fox-1 homolog (C. elegans) 3(Rbfox3)	Mus musculus
ENSMUSG00000038387	related RAS viral (r-ras) oncogene(Rras)	Mus musculus
ENSMUSG00000093989	ribonuclease, RNase K(Rnasek)	Mus musculus
ENSMUSG00000035992	folliculin interacting protein 1(Fnip1)	Mus musculus
ENSMUSG00000030978	ribonucleotide reductase M1(Rrm1)	Mus musculus
ENSMUSG00000020649	ribonucleotide reductase M2(Rrm2)	Mus musculus
ENSMUSG00000019986	Abelson helper integration site 1(Ahi1)	Mus musculus
ENSMUSG00000035397	Kruppel-like factor 16(Klf16)	Mus musculus
ENSMUSG00000056966	gap junction protein, gamma 3(Gjc3)	Mus musculus
ENSMUSG00000050315	synaptopodin 2(Synpo2)	Mus musculus
ENSMUSG00000035772	mitochondrial ribosomal protein S2(Mrps2)	Mus musculus
ENSMUSG00000041164	zinc finger, MIZ-type containing 2(Zmiz2)	Mus musculus
ENSMUSG00000020682	matrix metallopeptidase 28 (epilysin)(Mmp28)	Mus musculus
ENSMUSG00000066026	dehydrogenase/reductase (SDR family) member 3(Dhrs3)	Mus musculus
ENSMUSG00000022296	brain and acute leukemia, cytoplasmic(Baalc)	Mus musculus
ENSMUSG00000043448	gap junction protein, gamma 2(Gjc2)	Mus musculus
ENSMUSG00000020522	microfibrillar-associated protein 3(Mfap3)	Mus musculus
ENSMUSG00000020514	mitochondrial ribosomal protein L22(Mrpl22)	Mus musculus
ENSMUSG00000079043	FAST kinase domains 5(Fastkd5)	Mus musculus
ENSMUSG00000037275	gem nuclear organelle associated protein 5(Gemin5)	Mus musculus
ENSMUSG00000026727	Ras suppressor protein 1(Rsu1)	Mus musculus
ENSMUSG00000060798	inturned planar cell polarity protein(Intu)	Mus musculus
ENSMUSG00000052031	T cell activation GTPase activating protein 1(Tagap1)	Mus musculus
ENSMUSG00000034930	rhotekin(Rtkn)	Mus musculus
ENSMUSG00000030401	reticulon 2 (Z-band associated protein)(Rtn2)	Mus musculus
ENSMUSG00000024758	reticulon 3(Rtn3)	Mus musculus
ENSMUSG00000074811	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3(Hps6)	Mus musculus
ENSMUSG00000003868	RuvB-like protein 2(Ruvbl2)	Mus musculus
ENSMUSG00000039879	hdc homolog, cell cycle regulator(Heca)	Mus musculus
ENSMUSG00000015846	retinoid X receptor alpha(Rxra)	Mus musculus
ENSMUSG00000039656	retinoid X receptor beta(Rxrb)	Mus musculus
ENSMUSG00000015843	retinoid X receptor gamma(Rxrg)	Mus musculus
ENSMUSG00000000126	wingless-type MMTV integration site family, member 9A(Wnt9a)	Mus musculus
ENSMUSG00000025878	ubiquitin interaction motif containing 1(Uimc1)	Mus musculus
ENSMUSG00000018501	nuclear receptor co-repressor 1(Ncor1)	Mus musculus
ENSMUSG00000049287	IBA57 homolog, iron-sulfur cluster assembly(Iba57)	Mus musculus
ENSMUSG00000032547	receptor-like tyrosine kinase(Ryk)	Mus musculus
ENSMUSG00000032691	NLR family, pyrin domain containing 3(Nlrp3)	Mus musculus
ENSMUSG00000030592	ryanodine receptor 1, skeletal muscle(Ryr1)	Mus musculus
ENSMUSG00000021313	ryanodine receptor 2, cardiac(Ryr2)	Mus musculus
ENSMUSG00000057378	ryanodine receptor 3(Ryr3)	Mus musculus
ENSMUSG00000044080	S100 calcium binding protein A1(S100a1)	Mus musculus
ENSMUSG00000041959	S100 calcium binding protein A10 (calpactin)(S100a10)	Mus musculus
ENSMUSG00000027907	S100 calcium binding protein A11(S100a11)	Mus musculus
ENSMUSG00000042312	S100 calcium binding protein A13(S100a13)	Mus musculus
ENSMUSG00000032633	folliculin(Flcn)	Mus musculus
ENSMUSG00000001025	S100 calcium binding protein A6 (calcyclin)(S100a6)	Mus musculus
ENSMUSG00000000538	target of myb1-like 2 (chicken)(Tom1l2)	Mus musculus
ENSMUSG00000033208	S100 protein, beta polypeptide, neural(S100b)	Mus musculus
ENSMUSG00000020014	cilia and flagella associated protein 54(Cfap54)	Mus musculus
ENSMUSG00000035948	acyl-CoA synthetase short-chain family member 3(Acss3)	Mus musculus
ENSMUSG00000043284	transmembrane protein 11(Tmem11)	Mus musculus
ENSMUSG00000042569	dehydrogenase/reductase (SDR family) member 7B(Dhrs7b)	Mus musculus
ENSMUSG00000056055	S-antigen, retina and pineal gland (arrestin)(Sag)	Mus musculus
ENSMUSG00000063804	lin-28 homolog B(Lin28b)	Mus musculus
ENSMUSG00000042506	ubiquitin specific peptidase 22(Usp22)	Mus musculus
ENSMUSG00000028790	KH domain containing, RNA binding, signal transduction associated 1(Khdrbs1)	Mus musculus
ENSMUSG00000033389	Rho GTPase activating protein 44(Arhgap44)	Mus musculus
ENSMUSG00000021963	Sin3-associated polypeptide 18(Sap18)	Mus musculus
ENSMUSG00000048661	LEM domain containing 3(Lemd3)	Mus musculus
ENSMUSG00000020211	splicing factor 3a, subunit 2(Sf3a2)	Mus musculus
ENSMUSG00000020905	ubiquitin specific peptidase 43(Usp43)	Mus musculus
ENSMUSG00000020088	secretion associated Ras related GTPase 1A(Sar1a)	Mus musculus
ENSMUSG00000068739	seryl-aminoacyl-tRNA synthetase(Sars)	Mus musculus
ENSMUSG00000039148	squamous cell carcinoma antigen recognized by T cells 1(Sart1)	Mus musculus
ENSMUSG00000025283	spermidine/spermine N1-acetyl transferase 1(Sat1)	Mus musculus
ENSMUSG00000023927	special AT-rich sequence binding protein 1(Satb1)	Mus musculus
ENSMUSG00000020396	neurofilament, heavy polypeptide(Nefh)	Mus musculus
ENSMUSG00000044629	cannabinoid receptor interacting protein 1(Cnrip1)	Mus musculus
ENSMUSG00000032782	centrobin, centrosomal BRCA2 interacting protein(Cntrob)	Mus musculus
ENSMUSG00000046876	ataxin 1(Atxn1)	Mus musculus
ENSMUSG00000054986	SEC14-like lipid binding 3(Sec14l3)	Mus musculus
ENSMUSG00000042605	ataxin 2(Atxn2)	Mus musculus
ENSMUSG00000018476	KDM1 lysine (K)-specific demethylase 6B(Kdm6b)	Mus musculus
ENSMUSG00000018474	chromodomain helicase DNA binding protein 3(Chd3)	Mus musculus
ENSMUSG00000044707	cyclin J-like(Ccnjl)	Mus musculus
ENSMUSG00000041346	WD repeat containing, antisense to Trp53(Wrap53)	Mus musculus
ENSMUSG00000046731	potassium channel tetramerisation domain containing 11(Kctd11)	Mus musculus
ENSMUSG00000037071	stearoyl-Coenzyme A desaturase 1(Scd1)	Mus musculus
ENSMUSG00000051790	neuroligin 2(Nlgn2)	Mus musculus
ENSMUSG00000053930	shisa family member 6(Shisa6)	Mus musculus
ENSMUSG00000050711	secretogranin II(Scg2)	Mus musculus
ENSMUSG00000047284	neuralized E3 ubiquitin protein ligase 4(Neurl4)	Mus musculus
ENSMUSG00000032181	secretogranin III(Scg3)	Mus musculus
ENSMUSG00000061462	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF(Obscn)	Mus musculus
ENSMUSG00000040938	solute carrier family 16 (monocarboxylic acid transporters), member 11(Slc16a11)	Mus musculus
ENSMUSG00000004473	C-type lectin domain family 11, member a(Clec11a)	Mus musculus
ENSMUSG00000027500	stathmin-like 2(Stmn2)	Mus musculus
ENSMUSG00000038807	RAP1 GTPase activating protein 2(Rap1gap2)	Mus musculus
ENSMUSG00000060216	arrestin, beta 2(Arrb2)	Mus musculus
ENSMUSG00000027581	stathmin-like 3(Stmn3)	Mus musculus
ENSMUSG00000034533	sodium channel, voltage-gated, type X, alpha(Scn10a)	Mus musculus
ENSMUSG00000040712	calmodulin binding transcription activator 2(Camta2)	Mus musculus
ENSMUSG00000064329	sodium channel, voltage-gated, type I, alpha(Scn1a)	Mus musculus
ENSMUSG00000018287	sperm associated antigen 7(Spag7)	Mus musculus
ENSMUSG00000019194	sodium channel, voltage-gated, type I, beta(Scn1b)	Mus musculus
ENSMUSG00000034121	MKS transition zone complex subunit 1(Mks1)	Mus musculus
ENSMUSG00000038188	scavenger receptor class F, member 1(Scarf1)	Mus musculus
ENSMUSG00000057182	sodium channel, voltage-gated, type III, alpha(Scn3a)	Mus musculus
ENSMUSG00000040620	DEAH (Asp-Glu-Ala-His) box polypeptide 33(Dhx33)	Mus musculus
ENSMUSG00000032511	sodium channel, voltage-gated, type V, alpha(Scn5a)	Mus musculus
ENSMUSG00000020847	rabphilin 3A-like (without C2 domains)(Rph3al)	Mus musculus
ENSMUSG00000034810	sodium channel, voltage-gated, type VII, alpha(Scn7a)	Mus musculus
ENSMUSG00000023033	sodium channel, voltage-gated, type VIII, alpha(Scn8a)	Mus musculus
ENSMUSG00000020811	WSC domain containing 1(Wscd1)	Mus musculus
ENSMUSG00000075316	sodium channel, voltage-gated, type IX, alpha(Scn9a)	Mus musculus
ENSMUSG00000030340	sodium channel, nonvoltage-gated 1 alpha(Scnn1a)	Mus musculus
ENSMUSG00000028603	sterol carrier protein 2, liver(Scp2)	Mus musculus
ENSMUSG00000031610	scrapie responsive gene 1(Scrg1)	Mus musculus
ENSMUSG00000035355	potassium voltage-gated channel, subfamily H (eag-related), member 4(Kcnh4)	Mus musculus
ENSMUSG00000022390	zinc finger CCCH type containing 7B(Zc3h7b)	Mus musculus
ENSMUSG00000040447	spinster homolog 2(Spns2)	Mus musculus
ENSMUSG00000034161	scleraxis(Scx)	Mus musculus
ENSMUSG00000031780	chemokine (C-C motif) ligand 17(Ccl17)	Mus musculus
ENSMUSG00000023235	chemokine (C-C motif) ligand 25(Ccl25)	Mus musculus
ENSMUSG00000073888	chemokine (C-C motif) ligand 27A(Ccl27a)	Mus musculus
ENSMUSG00000020564	ataxin 7-like 1(Atxn7l1)	Mus musculus
ENSMUSG00000031778	chemokine (C-X3-C motif) ligand 1(Cx3cl1)	Mus musculus
ENSMUSG00000061353	chemokine (C-X-C motif) ligand 12(Cxcl12)	Mus musculus
ENSMUSG00000002064	stromal cell derived factor 2(Sdf2)	Mus musculus
ENSMUSG00000000753	serine (or cysteine) peptidase inhibitor, clade F, member 1(Serpinf1)	Mus musculus
ENSMUSG00000029076	stromal cell derived factor 4(Sdf4)	Mus musculus
ENSMUSG00000027996	secreted frizzled-related protein 2(Sfrp2)	Mus musculus
ENSMUSG00000032336	neuroplastin(Nptn)	Mus musculus
ENSMUSG00000021040	SRA stem-loop interacting RNA binding protein(Slirp)	Mus musculus
ENSMUSG00000033386	ferric-chelate reductase 1(Frrs1)	Mus musculus
ENSMUSG00000027227	sorbitol dehydrogenase(Sord)	Mus musculus
ENSMUSG00000062961	coiled-coil domain containing 177(Ccdc177)	Mus musculus
ENSMUSG00000027879	SEC22 homolog B, vesicle trafficking protein(Sec22b)	Mus musculus
ENSMUSG00000020986	SEC23 homolog A, COPII coat complex component(Sec23a)	Mus musculus
ENSMUSG00000078974	SEC61, gamma subunit(Sec61g)	Mus musculus
ENSMUSG00000029763	exocyst complex component 4(Exoc4)	Mus musculus
ENSMUSG00000020964	sel-1 suppressor of lin-12-like (C. elegans)(Sel1l)	Mus musculus
ENSMUSG00000003316	golgi apparatus protein 1(Glg1)	Mus musculus
ENSMUSG00000040867	brain-enriched guanylate kinase-associated(Begain)	Mus musculus
ENSMUSG00000068874	selenium binding protein 1(Selenbp1)	Mus musculus
ENSMUSG00000048163	selectin, platelet (p-selectin) ligand(Selplg)	Mus musculus
ENSMUSG00000028883	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A(Sema3a)	Mus musculus
ENSMUSG00000057969	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B(Sema3b)	Mus musculus
ENSMUSG00000028780	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C(Sema3c)	Mus musculus
ENSMUSG00000063531	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E(Sema3e)	Mus musculus
ENSMUSG00000034684	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F(Sema3f)	Mus musculus
ENSMUSG00000028064	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A(Sema4a)	Mus musculus
ENSMUSG00000011877	GIT ArfGAP 1(Git1)	Mus musculus
ENSMUSG00000030539	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B(Sema4b)	Mus musculus
ENSMUSG00000026121	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C(Sema4c)	Mus musculus
ENSMUSG00000020836	coronin 6(Coro6)	Mus musculus
ENSMUSG00000021451	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D(Sema4d)	Mus musculus
ENSMUSG00000000627	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain(Sema4f)	Mus musculus
ENSMUSG00000022231	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A(Sema5a)	Mus musculus
ENSMUSG00000052133	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B(Sema5b)	Mus musculus
ENSMUSG00000017291	TAO kinase 1(Taok1)	Mus musculus
ENSMUSG00000019647	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A(Sema6a)	Mus musculus
ENSMUSG00000044328	transformation related protein 53 inducible protein 13(Trp53i13)	Mus musculus
ENSMUSG00000001227	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B(Sema6b)	Mus musculus
ENSMUSG00000037750	family with sequence similarity 222, member B(Fam222b)	Mus musculus
ENSMUSG00000038777	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C(Sema6c)	Mus musculus
ENSMUSG00000038264	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A(Sema7a)	Mus musculus
ENSMUSG00000064373	selenoprotein P(Selenop)	Mus musculus
ENSMUSG00000041571	selenoprotein W(Selenow)	Mus musculus
ENSMUSG00000044122	protein interacting with cyclin A1(Proca1)	Mus musculus
ENSMUSG00000021643	small EDRK-rich factor 1(Serf1)	Mus musculus
ENSMUSG00000000632	seizure related gene 6(Sez6)	Mus musculus
ENSMUSG00000002111	spleen focus forming virus (SFFV) proviral integration oncogene(Spi1)	Mus musculus
